expiry,strike,market_price,bid,ask,implied_vol,volume,open_interest
2026-05-28,670.0,80.61,0.0,0.0,1.0000000000000003e-05,16.0,22
2026-05-28,685.0,65.64,0.0,0.0,1.0000000000000003e-05,24.0,51
2026-05-28,700.0,50.42,0.0,0.0,1.0000000000000003e-05,35.0,21
2026-05-28,710.0,40.96,0.0,0.0,1.0000000000000003e-05,41.0,36
2026-05-28,712.0,34.55,0.0,0.0,1.0000000000000003e-05,47.0,2
2026-05-28,715.0,34.99,0.0,0.0,1.0000000000000003e-05,17.0,29
2026-05-28,717.0,33.7,0.0,0.0,1.0000000000000003e-05,40.0,49
2026-05-28,720.0,30.44,0.0,0.0,1.0000000000000003e-05,19.0,90
2026-05-28,721.0,28.19,0.0,0.0,1.0000000000000003e-05,279.0,210
2026-05-28,723.0,27.54,0.0,0.0,1.0000000000000003e-05,55.0,210
2026-05-28,725.0,26.22,0.0,0.0,1.0000000000000003e-05,11.0,63
2026-05-28,730.0,20.53,0.0,0.0,1.0000000000000003e-05,130.0,379
2026-05-28,731.0,18.26,0.0,0.0,1.0000000000000003e-05,16.0,124
2026-05-28,732.0,18.56,0.0,0.0,1.0000000000000003e-05,34.0,339
2026-05-28,734.0,15.28,0.0,0.0,1.0000000000000003e-05,12.0,229
2026-05-28,735.0,15.89,0.0,0.0,1.0000000000000003e-05,51.0,499
2026-05-28,736.0,14.67,0.0,0.0,1.0000000000000003e-05,75.0,454
2026-05-28,737.0,14.2,0.0,0.0,1.0000000000000003e-05,361.0,405
2026-05-28,738.0,12.62,0.0,0.0,1.0000000000000003e-05,300.0,344
2026-05-28,739.0,11.8,0.0,0.0,1.0000000000000003e-05,2677.0,640
2026-05-28,740.0,10.8,0.0,0.0,1.0000000000000003e-05,366.0,1136
2026-05-28,741.0,9.95,0.0,0.0,1.0000000000000003e-05,545.0,1173
2026-05-28,742.0,9.0,0.0,0.0,1.0000000000000003e-05,587.0,728
2026-05-28,743.0,8.16,0.0,0.0,1.0000000000000003e-05,975.0,1141
2026-05-28,744.0,7.1,0.0,0.0,1.0000000000000003e-05,1655.0,805
2026-05-28,745.0,6.05,0.0,0.0,1.0000000000000003e-05,2879.0,1358
2026-05-28,746.0,5.37,0.0,0.0,1.0000000000000003e-05,4061.0,2984
2026-05-28,747.0,4.58,0.0,0.0,1.0000000000000003e-05,3645.0,1217
2026-05-28,748.0,3.69,0.0,0.0,1.0000000000000003e-05,14663.0,3699
2026-05-28,749.0,2.96,0.0,0.0,1.0000000000000003e-05,37905.0,4372
2026-05-28,750.0,2.31,0.0,0.0,1.0000000000000003e-05,90980.0,9069
2026-05-28,751.0,1.71,0.0,0.0,0.0039162109375,88567.0,10623
2026-05-28,752.0,1.22,0.0,0.0,0.007822421875,71995.0,11477
2026-05-28,753.0,0.86,0.0,0.0,0.015634843750000002,51107.0,8334
2026-05-28,754.0,0.56,0.0,0.0,0.0312596875,22420.0,6983
2026-05-28,755.0,0.34,0.0,0.0,0.0312596875,29864.0,10616
2026-05-28,756.0,0.2,0.0,0.0,0.0312596875,15449.0,6045
2026-05-28,757.0,0.12,0.0,0.0,0.0312596875,9547.0,3887
2026-05-28,758.0,0.07,0.0,0.0,0.062509375,10150.0,4849
2026-05-28,759.0,0.04,0.0,0.0,0.062509375,5886.0,3639
2026-05-28,760.0,0.03,0.0,0.0,0.062509375,8377.0,8618
2026-05-28,761.0,0.02,0.0,0.0,0.062509375,2366.0,2963
2026-05-28,762.0,0.02,0.0,0.0,0.062509375,5398.0,3612
2026-05-28,763.0,0.01,0.0,0.0,0.062509375,660.0,1814
2026-05-28,764.0,0.02,0.0,0.0,0.062509375,1668.0,2074
2026-05-28,765.0,0.01,0.0,0.0,0.062509375,1770.0,1673
2026-05-28,766.0,0.02,0.0,0.0,0.062509375,570.0,1263
2026-05-28,767.0,0.01,0.0,0.0,0.12500875,569.0,723
2026-05-28,768.0,0.02,0.0,0.0,0.12500875,2165.0,2303
2026-05-28,769.0,0.01,0.0,0.0,0.12500875,322.0,706
2026-05-28,770.0,0.01,0.0,0.0,0.12500875,156.0,1218
2026-05-28,771.0,0.01,0.0,0.0,0.12500875,712.0,887
2026-05-28,772.0,0.01,0.0,0.0,0.12500875,21.0,336
2026-05-28,773.0,0.01,0.0,0.0,0.12500875,31.0,449
2026-05-28,774.0,0.01,0.0,0.0,0.12500875,43.0,425
2026-05-28,775.0,0.01,0.0,0.0,0.12500875,109.0,724
2026-05-28,785.0,0.01,0.0,0.0,0.2500075,180.0,187
2026-05-28,790.0,0.01,0.0,0.0,0.2500075,180.0,545
2026-05-28,795.0,0.01,0.0,0.0,0.2500075,11.0,470
2026-05-28,805.0,0.01,0.0,0.0,0.2500075,15.0,104
2026-05-29,470.0,192.76,241.48,244.28,1.0000000000000003e-05,60.0,60
2026-05-29,510.0,225.95,0.0,0.0,1.0000000000000003e-05,31.0,61
2026-05-29,540.0,209.53,0.0,0.0,1.0000000000000003e-05,21.0,10
2026-05-29,570.0,178.99,0.0,0.0,1.0000000000000003e-05,26.0,1419
2026-05-29,592.0,120.59,0.0,0.0,1.0000000000000003e-05,23.0,76
2026-05-29,594.0,80.56,118.73,121.54,1.0000000000000003e-05,16.0,1
2026-05-29,600.0,149.38,0.0,0.0,1.0000000000000003e-05,13.0,15589
2026-05-29,622.0,116.74,0.0,0.0,1.0000000000000003e-05,31.0,39
2026-05-29,630.0,121.29,0.0,0.0,1.0000000000000003e-05,20.0,262
2026-05-29,635.0,117.85,0.0,0.0,1.0000000000000003e-05,14.0,1090
2026-05-29,640.0,110.67,0.0,0.0,1.0000000000000003e-05,20.0,1550
2026-05-29,641.0,110.1,0.0,0.0,1.0000000000000003e-05,11.0,165
2026-05-29,652.0,97.67,0.0,0.0,1.0000000000000003e-05,408.0,330
2026-05-29,673.0,75.26,0.0,0.0,1.0000000000000003e-05,33.0,599
2026-05-29,675.0,76.31,0.0,0.0,1.0000000000000003e-05,30.0,954
2026-05-29,676.0,75.3,0.0,0.0,1.0000000000000003e-05,26.0,943
2026-05-29,680.0,71.0,0.0,0.0,1.0000000000000003e-05,43.0,3865
2026-05-29,681.0,69.85,0.0,0.0,1.0000000000000003e-05,27.0,695
2026-05-29,684.0,67.17,0.0,0.0,1.0000000000000003e-05,11.0,1561
2026-05-29,690.0,60.99,0.0,0.0,1.0000000000000003e-05,69.0,3160
2026-05-29,691.0,60.25,0.0,0.0,1.0000000000000003e-05,51.0,356
2026-05-29,693.0,58.5,0.0,0.0,1.0000000000000003e-05,12.0,1227
2026-05-29,695.0,56.38,0.0,0.0,1.0000000000000003e-05,114.0,3612
2026-05-29,696.0,53.72,0.0,0.0,1.0000000000000003e-05,16.0,605
2026-05-29,697.0,53.08,0.0,0.0,1.0000000000000003e-05,35.0,865
2026-05-29,698.0,52.08,0.0,0.0,1.0000000000000003e-05,16.0,943
2026-05-29,699.0,52.39,0.0,0.0,1.0000000000000003e-05,43.0,620
2026-05-29,700.0,51.11,0.0,0.0,1.0000000000000003e-05,107.0,7661
2026-05-29,701.0,50.31,0.0,0.0,1.0000000000000003e-05,28.0,466
2026-05-29,703.0,47.5,0.0,0.0,1.0000000000000003e-05,21.0,437
2026-05-29,705.0,45.69,0.0,0.0,1.0000000000000003e-05,29.0,1454
2026-05-29,707.0,43.93,0.0,0.0,1.0000000000000003e-05,17.0,489
2026-05-29,708.0,42.0,0.0,0.0,1.0000000000000003e-05,11.0,799
2026-05-29,710.0,41.21,0.0,0.0,1.0000000000000003e-05,55.0,2930
2026-05-29,711.0,39.78,0.0,0.0,1.0000000000000003e-05,12.0,935
2026-05-29,712.0,38.94,0.0,0.0,1.0000000000000003e-05,12.0,920
2026-05-29,713.0,37.82,0.0,0.0,1.0000000000000003e-05,31.0,1294
2026-05-29,714.0,37.0,0.0,0.0,1.0000000000000003e-05,31.0,986
2026-05-29,715.0,35.97,0.0,0.0,1.0000000000000003e-05,64.0,2604
2026-05-29,716.0,35.27,0.0,0.0,1.0000000000000003e-05,13.0,1015
2026-05-29,717.0,33.5,0.0,0.0,1.0000000000000003e-05,19061.0,19656
2026-05-29,718.0,32.12,0.0,0.0,1.0000000000000003e-05,12.0,403
2026-05-29,719.0,30.74,0.0,0.0,1.0000000000000003e-05,14.0,733
2026-05-29,720.0,31.3,0.0,0.0,1.0000000000000003e-05,111.0,4735
2026-05-29,721.0,29.02,0.0,0.0,1.0000000000000003e-05,29.0,1162
2026-05-29,722.0,28.74,0.0,0.0,1.0000000000000003e-05,55.0,1115
2026-05-29,723.0,28.3,0.0,0.0,1.0000000000000003e-05,26.0,699
2026-05-29,724.0,26.02,0.0,0.0,1.0000000000000003e-05,55.0,1383
2026-05-29,725.0,26.35,0.0,0.0,1.0000000000000003e-05,82.0,4545
2026-05-29,727.0,23.94,0.0,0.0,1.0000000000000003e-05,33.0,993
2026-05-29,730.0,21.4,0.0,0.0,1.0000000000000003e-05,197.0,5273
2026-05-29,732.0,18.55,0.0,0.0,1.0000000000000003e-05,33.0,1893
2026-05-29,733.0,18.31,0.0,0.0,1.0000000000000003e-05,12.0,21315
2026-05-29,734.0,17.0,0.0,0.0,1.0000000000000003e-05,87.0,1899
2026-05-29,735.0,16.31,0.0,0.0,1.0000000000000003e-05,223.0,7798
2026-05-29,736.0,15.43,0.0,0.0,1.0000000000000003e-05,183.0,5344
2026-05-29,737.0,14.35,0.0,0.0,1.0000000000000003e-05,98.0,1919
2026-05-29,738.0,12.71,0.0,0.0,1.0000000000000003e-05,136.0,2852
2026-05-29,739.0,12.52,0.0,0.0,1.0000000000000003e-05,4083.0,4134
2026-05-29,740.0,11.35,0.0,0.0,1.0000000000000003e-05,4212.0,19366
2026-05-29,741.0,10.54,0.0,0.0,1.0000000000000003e-05,3749.0,2603
2026-05-29,742.0,9.6,0.0,0.0,1.0000000000000003e-05,2231.0,3957
2026-05-29,743.0,9.5,0.0,0.0,1.0000000000000003e-05,301.0,2787
2026-05-29,744.0,7.9,0.0,0.0,1.0000000000000003e-05,225.0,1634
2026-05-29,745.0,7.1,0.0,0.0,1.0000000000000003e-05,3805.0,7543
2026-05-29,746.0,6.37,0.0,0.0,1.0000000000000003e-05,456.0,3411
2026-05-29,747.0,5.5,0.0,0.0,1.0000000000000003e-05,1289.0,3982
2026-05-29,748.0,4.7,0.0,0.0,1.0000000000000003e-05,2288.0,4523
2026-05-29,749.0,4.04,0.0,0.0,1.0000000000000003e-05,7550.0,5046
2026-05-29,750.0,3.3,0.0,0.0,1.0000000000000003e-05,24537.0,13706
2026-05-29,751.0,2.84,0.0,0.0,0.0039162109375,17386.0,6592
2026-05-29,752.0,2.31,0.0,0.0,0.007822421875,13499.0,6713
2026-05-29,753.0,1.85,0.0,0.0,0.015634843750000002,8749.0,4192
2026-05-29,754.0,1.45,0.0,0.0,0.015634843750000002,8217.0,5258
2026-05-29,755.0,1.09,0.0,0.0,0.015634843750000002,20563.0,27329
2026-05-29,756.0,0.84,0.0,0.0,0.0312596875,3474.0,4460
2026-05-29,757.0,0.61,0.0,0.0,0.0312596875,6418.0,4815
2026-05-29,758.0,0.45,0.0,0.0,0.0312596875,4275.0,2686
2026-05-29,759.0,0.3,0.0,0.0,0.0312596875,2146.0,2486
2026-05-29,760.0,0.22,0.0,0.0,0.0312596875,15768.0,21257
2026-05-29,761.0,0.14,0.0,0.0,0.0312596875,1717.0,2976
2026-05-29,762.0,0.09,0.0,0.0,0.062509375,2128.0,4639
2026-05-29,763.0,0.06,0.0,0.0,0.062509375,10130.0,4086
2026-05-29,764.0,0.05,0.0,0.0,0.062509375,1346.0,4015
2026-05-29,765.0,0.04,0.0,0.0,0.062509375,7844.0,8707
2026-05-29,766.0,0.03,0.0,0.0,0.062509375,2348.0,2461
2026-05-29,767.0,0.02,0.0,0.0,0.062509375,91.0,2090
2026-05-29,768.0,0.02,0.0,0.0,0.062509375,682.0,1199
2026-05-29,769.0,0.02,0.0,0.0,0.062509375,1388.0,6000
2026-05-29,770.0,0.01,0.0,0.0,0.062509375,2298.0,8982
2026-05-29,771.0,0.01,0.0,0.0,0.062509375,615.0,1372
2026-05-29,772.0,0.01,0.0,0.0,0.062509375,25.0,1339
2026-05-29,773.0,0.02,0.0,0.0,0.062509375,493.0,1334
2026-05-29,774.0,0.02,0.0,0.0,0.12500875,37.0,771
2026-05-29,775.0,0.01,0.0,0.0,0.12500875,316.0,5212
2026-05-29,780.0,0.01,0.0,0.0,0.12500875,400.0,4309
2026-05-29,785.0,0.02,0.0,0.0,0.12500875,1323.0,4871
2026-05-29,790.0,0.01,0.0,0.0,0.12500875,26.0,5515
2026-05-29,795.0,0.01,0.0,0.0,0.12500875,217.0,6383
2026-05-29,805.0,0.01,0.0,0.0,0.2500075,223.0,2229
2026-05-29,815.0,0.01,0.0,0.0,0.2500075,651.0,1214
2026-05-29,820.0,0.01,0.0,0.0,0.2500075,120.0,3738
2026-05-29,830.0,0.01,0.0,0.0,0.2500075,1823.0,2969
2026-05-29,840.0,0.01,0.0,0.0,0.2500075,26.0,328
2026-05-29,845.0,0.01,0.0,0.0,0.2500075,725.0,1795
2026-05-29,850.0,0.01,0.0,0.0,0.2500075,7362.0,7598
2026-05-29,860.0,0.01,0.0,0.0,0.500005,14.0,5630
2026-05-29,870.0,0.01,0.0,0.0,0.500005,116.0,5121
2026-05-29,875.0,0.01,0.0,0.0,0.500005,701.0,3295
2026-05-29,880.0,0.01,0.0,0.0,0.500005,38.0,1604
2026-05-29,890.0,0.01,0.0,0.0,0.500005,1301.0,5738
2026-06-01,695.0,54.92,0.0,0.0,1.0000000000000003e-05,26.0,16
2026-06-01,705.0,45.0,0.0,0.0,1.0000000000000003e-05,23.0,14
2026-06-01,713.0,36.63,0.0,0.0,1.0000000000000003e-05,160.0,43
2026-06-01,715.0,35.14,0.0,0.0,1.0000000000000003e-05,460.0,96
2026-06-01,717.0,32.97,0.0,0.0,1.0000000000000003e-05,27.0,19
2026-06-01,718.0,31.84,0.0,0.0,1.0000000000000003e-05,120.0,28
2026-06-01,719.0,30.52,0.0,0.0,1.0000000000000003e-05,44.0,12
2026-06-01,720.0,30.38,0.0,0.0,1.0000000000000003e-05,2980.0,356
2026-06-01,721.0,29.18,0.0,0.0,1.0000000000000003e-05,121.0,36
2026-06-01,723.0,25.43,0.0,0.0,1.0000000000000003e-05,28.0,10
2026-06-01,725.0,26.36,0.0,0.0,1.0000000000000003e-05,2782.0,197
2026-06-01,726.0,25.21,0.0,0.0,1.0000000000000003e-05,1582.0,251
2026-06-01,728.0,23.2,0.0,0.0,1.0000000000000003e-05,241.0,60
2026-06-01,729.0,22.09,0.0,0.0,1.0000000000000003e-05,971.0,98
2026-06-01,730.0,21.45,0.0,0.0,1.0000000000000003e-05,2629.0,414
2026-06-01,731.0,20.39,0.0,0.0,1.0000000000000003e-05,4946.0,283
2026-06-01,732.0,19.47,0.0,0.0,1.0000000000000003e-05,872.0,441
2026-06-01,733.0,18.5,0.0,0.0,1.0000000000000003e-05,1442.0,227
2026-06-01,734.0,17.2,0.0,0.0,1.0000000000000003e-05,2375.0,334
2026-06-01,735.0,16.63,0.0,0.0,1.0000000000000003e-05,2267.0,826
2026-06-01,736.0,14.73,0.0,0.0,1.0000000000000003e-05,124.0,110
2026-06-01,737.0,13.66,0.0,0.0,1.0000000000000003e-05,15.0,312
2026-06-01,738.0,13.67,0.0,0.0,1.0000000000000003e-05,846.0,713
2026-06-01,739.0,12.83,0.0,0.0,1.0000000000000003e-05,56.0,836
2026-06-01,740.0,12.0,0.0,0.0,1.0000000000000003e-05,1440.0,774
2026-06-01,741.0,11.09,0.0,0.0,1.0000000000000003e-05,1413.0,698
2026-06-01,742.0,10.21,0.0,0.0,1.0000000000000003e-05,853.0,533
2026-06-01,743.0,9.55,0.0,0.0,1.0000000000000003e-05,190.0,417
2026-06-01,744.0,8.51,0.0,0.0,1.0000000000000003e-05,195.0,481
2026-06-01,745.0,7.76,0.0,0.0,1.0000000000000003e-05,2137.0,944
2026-06-01,746.0,6.76,0.0,0.0,1.0000000000000003e-05,363.0,690
2026-06-01,747.0,6.09,0.0,0.0,1.0000000000000003e-05,179.0,666
2026-06-01,748.0,5.49,0.0,0.0,1.0000000000000003e-05,684.0,1841
2026-06-01,749.0,4.84,0.0,0.0,1.0000000000000003e-05,4003.0,1424
2026-06-01,750.0,4.31,0.0,0.0,1.0000000000000003e-05,10307.0,14001
2026-06-01,751.0,3.72,0.0,0.0,0.00196310546875,6204.0,2256
2026-06-01,752.0,3.17,0.0,0.0,0.0039162109375,2017.0,1187
2026-06-01,753.0,2.69,0.0,0.0,0.007822421875,1968.0,2595
2026-06-01,754.0,2.26,0.0,0.0,0.007822421875,1446.0,1122
2026-06-01,755.0,1.87,0.0,0.0,0.015634843750000002,4479.0,4296
2026-06-01,756.0,1.5,0.0,0.0,0.015634843750000002,1956.0,2264
2026-06-01,757.0,1.18,0.0,0.0,0.015634843750000002,789.0,911
2026-06-01,758.0,0.98,0.0,0.0,0.015634843750000002,1094.0,925
2026-06-01,759.0,0.78,0.0,0.0,0.0312596875,717.0,914
2026-06-01,760.0,0.6,0.0,0.0,0.0312596875,2113.0,2538
2026-06-01,761.0,0.43,0.0,0.0,0.0312596875,967.0,496
2026-06-01,762.0,0.32,0.0,0.0,0.0312596875,325.0,399
2026-06-01,763.0,0.22,0.0,0.0,0.0312596875,700.0,755
2026-06-01,764.0,0.16,0.0,0.0,0.0312596875,1145.0,1781
2026-06-01,765.0,0.12,0.0,0.0,0.0312596875,2430.0,2086
2026-06-01,766.0,0.08,0.0,0.0,0.0312596875,194.0,572
2026-06-01,767.0,0.06,0.0,0.0,0.0312596875,424.0,416
2026-06-01,768.0,0.04,0.0,0.0,0.0312596875,400.0,1257
2026-06-01,769.0,0.03,0.0,0.0,0.062509375,256.0,467
2026-06-01,770.0,0.02,0.0,0.0,0.062509375,544.0,1268
2026-06-01,771.0,0.02,0.0,0.0,0.062509375,55.0,243
2026-06-01,772.0,0.03,0.0,0.0,0.062509375,50.0,1157
2026-06-01,773.0,0.02,0.0,0.0,0.062509375,190.0,781
2026-06-01,774.0,0.02,0.0,0.0,0.062509375,144.0,206
2026-06-01,775.0,0.01,0.0,0.0,0.062509375,181.0,402
2026-06-01,776.0,0.02,0.0,0.0,0.062509375,37.0,67
2026-06-01,777.0,0.02,0.0,0.0,0.062509375,11.0,212
2026-06-01,778.0,0.01,0.0,0.0,0.062509375,15.0,705
2026-06-01,779.0,0.01,0.0,0.0,0.062509375,80.0,455
2026-06-01,780.0,0.02,0.0,0.0,0.062509375,156.0,1786
2026-06-01,785.0,0.01,0.0,0.0,0.062509375,72.0,431
2026-06-01,790.0,0.02,0.0,0.0,0.12500875,96.0,506
2026-06-01,795.0,0.02,0.0,0.0,0.12500875,97.0,259
2026-06-01,800.0,0.01,0.0,0.0,0.12500875,783.0,660
2026-06-01,815.0,0.01,0.0,0.0,0.12500875,292.0,1036
2026-06-01,820.0,0.01,0.0,0.0,0.12500875,240.0,325
